Tanggal,Judul,Media,Kategori,Link,Interpretasi singkat
8/18/2025,Catatan Kritis RAPBN 2026: Dari Serakahnomics hingga Program MBG,Liputan 6,Ekonomi Politik / Fiskal,https://www.liputan6.com/bisnis/read/6135179/catatan-kritis-rapbn-2026-dari-serakahnomics-hingga-program-mbg,RAPBN 2026 dikritik terlalu ekspansif dan berpotensi menimbulkan risiko fiskal.
8/19/2025,IHCBS 2025 Undang 3000 Orang Siapkan Transformasi Ekonomi,Kompas,Ekonomi Konferensi,https://kompasgramedia.com/read/322/ihcbs-2025-undang-3000-orang-siapkan-transformasi-ekonomi,"Nada positif, menunjukkan kolaborasi lintas sektor dalam pertemuan ekonomi nasional."
8/19/2025,Dampak MBG UMKM,Tempo,Ekonomi Kerakyatan,https://www.tempo.co/ekonomi/danantara-dinilai-bisa-menjadi-sumber-pendanaan-strategis-1204895,"Mengulas dampak program “MBG” terhadap UMKM — menunjukkan bahwa meskipun niat baik ada, tantangan signifikan."
8/20/2025,"IHCBS 2025 Targetkan 3.000 Peserta, Dorong Transformasi Ekonomi Lewat Inovasi",Kompas,Ekonomi Inovasi,https://money.kompas.com/read/2025/08/20/071418326/ihcbs-2025-targetkan-3000-peserta-dorong-transformasi-ekonomi-lewat,"Nada positif, mendukung inovasi dan transformasi ekonomi nasional."
8/20/2025,"Iuran BPJS Kesehatan Bakal Naik, Pemerintah Diminta Pertimbangkan Ekonomi",Kompas,Sosial-Ekonomi,https://nasional.kompas.com/read/2025/08/20/21443461/iuran-bpjs-kesehatan-bakal-naik-pemerintah-diminta-pertimbangkan-ekonomi,"Nada negatif, menyoroti beban ekonomi masyarakat."
8/20/2025,Kadin Dorong UMKM Jadi Tulang Punggung Ekonomi Kerakyatan,Kompas,Ekonomi UMKM,https://money.kompas.com/read/2025/08/20/070000726/kadin-dorong-umkm-jadi-tulang-punggung-ekonomi-kerakyatan,"Nada positif, dorongan kolaboratif bagi ekonomi kerakyatan."
8/20/2025,Anomali di Balik Klaim Pertumbuhan Ekonomi,Tempo,Ekonomi / Transparansi Data & Validitas,https://www.tempo.co/ekonomi/anomali-di-balik-klaim-pertumbuhan-ekonomi-2061004,"Kritik atau pemeriksaan atas klaim resmi pertumbuhan ekonomi — menunjukkan ada selisih, keanehan, atau “anomali” yang perlu dianalisis lebih jauh."
8/20/2025,Video: Video Asli Editan AI soal Sri Mulyani Sebut Guru Beban Negara,CNN,Media Ekonomi / Isu Digital,https://www.cnnindonesia.com/ekonomi/20250820133614-536-1264417/video-video-asli-editan-ai-soal-sri-mulyani-sebut-guru-beban-negara,"CNN mengklarifikasi video palsu yang menampilkan Sri Mulyani, menunjukkan maraknya manipulasi AI dalam isu ekonomi dan kebijakan publik."
8/20/2025,Menperin Nilai Asta Cita Landasan Penguatan Ekonomi Hijau Indonesia,CNN,Pembangunan Berkelanjutan / Industri Hijau,https://www.cnnindonesia.com/ekonomi/20250820131717-97-1264413/menperin-nilai-asta-cita-landasan-penguatan-ekonomi-hijau-indonesia,Menteri Perindustrian menyebut program Asta Cita menjadi dasar penguatan ekonomi hijau melalui industrialisasi ramah lingkungan dan efisiensi energi.
8/20/2025,BI Ramal Ekonomi RI Lebih Moncer di Semester II 2025,CNN,Ekonomi Makro / Proyeksi Moneter,https://www.cnnindonesia.com/ekonomi/20250820182636-78-1264555/bi-ramal-ekonomi-ri-lebih-moncer-di-semester-ii-2025,Bank Indonesia memproyeksikan pertumbuhan ekonomi akan lebih baik pada semester II 2025 karena peningkatan konsumsi dan ekspor.
8/20/2025,Indonesia dan Kanada memperkuat kerja sama ekonomi lewat ICA-CEPA,ANTARA,Perdagangan Internasional,https://www.antaranews.com/berita/5051381/indonesia-dan-kanada-memperkuat-kerja-sama-ekonomi-lewat-ica-cepa,Indonesia dan Kanada memperkuat kemitraan ekonomi melalui perjanjian perdagangan bebas ICA-CEPA untuk meningkatkan ekspor dan investasi.
8/20/2025,"Awas, Upah Murah Bisa Picu Krisis Sosial Ekonomi",Liputan 6,Sosial Ekonomi / Ketenagakerjaan,https://www.liputan6.com/bisnis/read/6137857/awas-upah-murah-bisa-picu-krisis-sosial-ekonomi,Upah rendah dianggap dapat memperlebar ketimpangan sosial dan memicu ketidakstabilan ekonomi.
8/20/2025,"Bank Indonesia Prediksi Pertumbuhan Ekonomi Indonesia 2025 Tembus 5,4%",Liputan 6,Ekonomi,https://www.liputan6.com/bisnis/read/6137611/bi-prediksi-pertumbuhan-ekonomi-indonesia-2025-tembus-54,"Prediksi dari bank sentral Indonesia — angka lebih optimis (5,4%). Nada pemberitaan positif, menyoroti prospek yang lebih baik dari ekspektasi umum."
8/20/2025,6 Penggerak Utama Transisi Indonesia Menuju Ekonomi Hijau,Liputan 6,Ekonomi / Lingkungan,https://www.liputan6.com/bisnis/read/6137155/6-penggerak-utama-transisi-indonesia-menuju-ekonomi-hijau,"Fokus pada ekonomi hijau (green economy) dan faktor penggeraknya. Nada positif, melihat perubahan menuju ekonomi yang lebih berkelanjutan."
8/21/2025,Bank Indonesia Proyeksikan Pertumbuhan Ekonomi Semester Kedua Menguat,Tempo,Ekonomi Moneter / Proyeksi,https://www.tempo.co/ekonomi/bank-indonesia-proyeksikan-pertumbuhan-ekonomi-semester-kedua-menguat-2061587,"Bank sentral memproyeksikan adanya pemulihan atau penguatan pertumbuhan ekonomi di semester kedua, yang memberi sinyal sedikit optimisme setelah data lemah."
8/21/2025,"Kemarin: Ekonomi, BI Pangkas Suku Bunga sampai Harga Beras Turun",ANTARA,Ringkasan Ekonomi Harian / Inflasi,https://www.antaranews.com/berita/5052713/kemarin-ekonomi-bi-pangkas-suku-bunga-sampai-harga-beras-turun,"Rekap peristiwa ekonomi harian, termasuk kebijakan BI memangkas suku bunga untuk meredam inflasi dan menekan harga beras."
8/22/2025,Polemik Deepfake “Guru Beban Negara” Usai Pernyataan Sri Mulyani,Tempo,Ekonomi,https://www.tempo.co/ekonomi/polemik-deepfake-guru-beban-negara-usai-pernyataan-sri-mulyani-2061974,Artikel ini membahas munculnya video deepfake yang menampilkan pernyataan palsu Menteri Keuangan Sri Mulyani. Kasus ini menyoroti bahaya disinformasi digital dan dampaknya terhadap kepercayaan publik.
8/22/2025,"Bank Indonesia Prediksi Pertumbuhan Ekonomi 5,1 Persen",Tempo,Ekonomi Makro,https://www.tempo.co/ekonomi/bank-indonesia-prediksi-pertumbuhan-ekonomi-5-1-persen-2061830,"Bank Indonesia (BI) optimistis pertumbuhan ekonomi Indonesia bisa mencapai 5,1% di masa mendatang."
8/22/2025,"Bank Indonesia Prediksi Pertumbuhan Ekonomi 5,1 Persen",Tempo,Ekonomi Makro,https://www.tempo.co/ekonomi/bank-indonesia-prediksi-pertumbuhan-ekonomi-5-1-persen-2061830,"Bank Indonesia memproyeksikan pertumbuhan ekonomi Indonesia mencapai 5,1%—menandakan optimisme kebijakan moneter dan fiskal."
8/22/2025,Sri Mulyani sebut dongkrak pajak sambil jaga investasi jadi PR 2026,ANTARA,Ekonomi Makro / Fiskal,https://www.antaranews.com/berita/5056329/sri-mulyani-sebut-dongkrak-pajak-sambil-jaga-investasi-jadi-pr-2026,Menteri Keuangan menyoroti tantangan menjaga keseimbangan antara peningkatan penerimaan pajak dan iklim investasi di tahun fiskal 2026.
8/23/2025,"Menkum: Tanpa Hukum yang Kuat, Ekonomi Akan Rapuh, Demokrasi Akan Goyah",Detik,Ekonomi Hukum,https://news.detik.com/berita/d-8075136/menkum-tanpa-hukum-yang-kuat-ekonomi-akan-rapuh-demokrasi-akan-goyah,"Menyoroti hubungan antara supremasi hukum dan stabilitas ekonomi nasional. Nada positif, menekankan tata kelola pemerintahan."
8/23/2025,"Dari Ekonomi hingga Digitalisasi, Begini Asta Cita Dijalankan",Detik,Ekonomi Pemerintahan,https://news.detik.com/berita/d-8075407/dari-ekonomi-hingga-digitalisasi-begini-asta-cita-dijalankan,"Menyoroti implementasi program Asta Cita sebagai arah pembangunan nasional. Nada positif, menggambarkan progres pemerintahan."
8/23/2025,Airlangga Hartarto: Pertumbuhan Ekonomi 5 Persen Membuat RI Jadi Referensi,Tempo,Ekonomi Nasional,https://www.tempo.co/ekonomi/airlangga-pertumbuhan-ekonomi-5-persen-membuat-ri-jadi-referensi-2062236,Pernyataan Menko yang optimistis bahwa target pertumbuhan 5 % akan menjadikan Indonesia sebagai “referensi” bagi negara lain — nada optimis.
8/23/2025,"Airlangga: Ekonomi Konsisten Tumbuh 5 Persen, RI Jadi Panutan di ASEAN",CNN,Pertumbuhan Ekonomi,https://www.cnnindonesia.com/ekonomi/20250823122859-78-1265560/airlangga-ekonomi-konsisten-tumbuh-5-persen-ri-jadi-panutan-di-asean,Menko Perekonomian Airlangga menyebut pertumbuhan ekonomi Indonesia 5% menunjukkan stabilitas yang jadi contoh di kawasan ASEAN.
8/23/2025,UMKM Diperkuat Melalui KUR untuk Jaga Ketahanan Ekonomi,Liputan 6,Ekonomi Mikro / UMKM,https://www.liputan6.com/bisnis/read/6140145/umkm-diperkuat-melalui-kur-untuk-jaga-ketahanan-ekonomi,Pemerintah memperluas akses Kredit Usaha Rakyat (KUR) untuk memperkuat daya tahan ekonomi UMKM.
8/23/2025,"Ekonomi Konsisten Tumbuh 5%, Indonesia Kalahkan AS dan Eropa",Liputan 6,Ekonomi Global / Perbandingan,https://www.liputan6.com/bisnis/read/6140350/ekonomi-konsisten-tumbuh-5-indonesia-kalahkan-amerika-serikat-eropa,"Pertumbuhan ekonomi Indonesia stabil di atas rata-rata negara maju, menunjukkan ketahanan ekonomi domestik."
8/24/2025,Akrobat Data Pertumbuhan Ekonomi,Tempo,Ekonomi,https://www.tempo.co/ekonomi/akrobat-data-pertumbuhan-ekonomi--2062365,Artikel yang membahas bagaimana data ekonomi “dimainkan” atau diinterpretasi sedemikian rupa; menyoroti dinamika transparansi data.
8/24/2025,Sampul Tempo – Utak-Atik Data Statistik,Tempo,Media/Statistik,https://www.tempo.co/prelude/sampul-tempo-utak-atik-data-statistik-2062392,Fokus pada bagaimana data statistik bisa diolah atau dimanipulasi — aspek kritis.
8/24/2025,Polemik Data Pertumbuhan Ekonomi,Tempo,Ekonomi Makro / Data Ekonomi,https://www.tempo.co/ekonomi/polemik-data-pertumbuhan-ekonomi-2062377,Mengulas keraguan terhadap data pertumbuhan ekonomi nasional yang dirilis oleh Badan Pusat Statistik (BPS) — terdapat anomali dan kejanggalan dalam angka-yang tersaji. (Tempo)
8/24/2025,"Kemarin: Ekonomi, gerbong khusus perokok sampai harga beras turun",ANTARA,Ekonomi Umum / Harian,https://www.antaranews.com/berita/5059921/kemarin-ekonomi-gerbong-khusus-perokok-sampai-harga-beras-turun,"Rangkuman dinamika ekonomi harian, termasuk fluktuasi harga pangan dan kebijakan sektor transportasi yang berdampak pada aktivitas ekonomi masyarakat."
8/25/2025,Beban Baru Iuran BPJS Naik,Tempo,Ekonomi Sosial,https://www.tempo.co/ekonomi/beban-baru-iuran-bpjs-naik-2062616,"Berita tentang kenaikan iuran BPJS, yang bisa mempengaruhi daya beli masyarakat. Nada agak kritis terhadap beban baru publik."
8/25/2025,Pemerintah: Pengembangan KEK bisa atasi kesenjangan ekonomi di daerah,ANTARA,Pembangunan Daerah / Investasi,https://www.antaranews.com/berita/5061865/pemerintah-pengembangan-kek-bisa-atasi-kesenjangan-ekonomi-di-daerah,Pemerintah optimis Kawasan Ekonomi Khusus (KEK) menjadi solusi mengurangi ketimpangan ekonomi antarwilayah melalui peningkatan investasi dan lapangan kerja.
8/26/2025,"Capai Target Pertumbuhan Ekonomi, Arsjad Rasjid Minta Pemerintah Jaga Kedamaian",Kompas,Ekonomi Bisnis,https://money.kompas.com/read/2025/08/26/150400526/capai-target-pertumbuhan-ekonomi-arsjad-rasjid-minta-pemerintah-jaga-kedamaian,"Nada positif, menekankan pentingnya stabilitas sosial bagi ekonomi."
8/26/2025,Anggota DPR Cecar Kepala BPS soal Pertumbuhan Ekonomi,Tempo,Ekonomi & Kebijakan Publik,https://www.tempo.co/ekonomi/anggota-dpr-cecar-kepala-bps-soal-pertumbuhan-ekonomi-2063347,"DPR mempertanyakan validitas data pertumbuhan ekonomi dari BPS, menunjukkan tekanan pada kredibilitas statistik nasional."
8/26/2025,IBC Putar Otak Dorong Pertumbuhan Ekonomi Inklusif,Liputan 6,Ekonomi / Inklusif,https://www.liputan6.com/bisnis/read/6142840/ibc-putar-otak-dorong-pertumbuhan-ekonomi-inklusif,"Fokus pada aktor swasta (IBC) dan upaya untuk pertumbuhan ekonomi yang inklusif. Nada positif, karena menyebut upaya dan potensi."
8/27/2025,"Satgas Pangan Bantah Jadi Polisi Ekonomi, Sebut Hanya Menjaga Konsumen",Kompas,Ekonomi Rakyat,https://money.kompas.com/read/2025/08/27/082508826/satgas-pangan-bantah-jadi-polisi-ekonomi-sebut-hanya-menjaga-konsumen,"Nada netral, bersifat klarifikasi terhadap persepsi publik tentang peran Satgas Pangan."
8/27/2025,Perubahan Iklim Mulai Mengancam Stabilitas Ekonomi Indonesia,Kompas,Ekonomi Lingkungan,https://money.kompas.com/read/2025/08/27/144427226/perubahan-iklim-mulai-mengancam-stabilitas-ekonomi-indonesia,"Nada negatif, mengingatkan risiko iklim terhadap ekonomi nasional."
8/27/2025,"Pertumbuhan Ekonomi Jakarta Capai 5,18 Persen pada Triwulan II 2025",Kompas,Ekonomi Daerah,https://megapolitan.kompas.com/read/2025/08/27/22064541/pertumbuhan-ekonomi-jakarta-capai-518-persen-pada-triwulan-ii-2025,"Nada positif, menggambarkan performa ekonomi daerah yang baik."
8/27/2025,Dewan Ekonomi Nasional Dorong Percepatan Transisi Energi Bersih,Tempo,Energi & Ekonomi,https://www.tempo.co/ekonomi/dewan-ekonomi-nasional-dorong-percepatan-transisi-energi-bersih-2063602,Fokus pada kebijakan transisi energi dan implikasi ekonomi.
8/27/2025,Dewan Ekonomi Nasional Dorong Percepatan Transisi Energi Bersih,Tempo,Ekonomi Hijau / Kebijakan Energi,https://www.tempo.co/ekonomi/dewan-ekonomi-nasional-dorong-percepatan-transisi-energi-bersih-2063602,Menyoroti dorongan lembaga pemerintah untuk mempercepat transisi ke energi bersih—sebuah langkah strategis untuk ekonomi jangka panjang dan keberlanjutan.
8/27/2025,IBC Dorong Pertumbuhan Ekonomi Inklusif Lewat IES 2026,Tempo,Ekonomi & Korporasi / Strategi Pertumbuhan,https://www.tempo.co/ekonomi/ibc-dorong-pertumbuhan-ekonomi-inklusif-lewat-ies-2026-2063440,Menjelaskan bagaimana lembaga IBC (kemungkinan korporasi/institusi) mendorong pertumbuhan inklusif melalui sebuah program IES 2026 — nada positif dengan fokus jangka panjang.
8/28/2025,Bank Mandiri Proyeksikan Perekonomian Indonesia 2025 Mampu Tumbuh 5%,Liputan 6,Ekonomi,https://www.liputan6.com/bisnis/read/6144825/bank-mandiri-proyeksikan-perekonomian-indonesia-2025-mampu-tumbuh-5,"Berita yang membahas prediksi pertumbuhan ekonomi nasional dari bank besar: konsumsi dan investasi sebagai pendorong utama. Nada pemberitaan netral-positif, menunjukkan optimisme namun juga menyebut tantangan dari kondisi global. (Liputan6)"
8/29/2025,"Ekonom Nilai Demo Tak Ditunggangi, Murni Dipicu Kondisi Ekonomi RI",CNN,Sosial Ekonomi,https://www.cnnindonesia.com/ekonomi/20250829201112-92-1268071/ekonom-nilai-demo-tak-ditunggangi-murni-dipicu-kondisi-ekonomi-ri,Aksi demonstrasi masyarakat dinilai lahir dari tekanan ekonomi nyata seperti daya beli rendah dan inflasi.
8/29/2025,Danantara Pastikan BUMN Bergerak Seirama Menuju Ekonomi Hijau,Liputan 6,Ekonomi / Korporasi / Lingkungan,https://www.liputan6.com/bisnis/read/6145936/danantara-pastikan-bumn-bergerak-seirama-menuju-ekonomi-hijau,"Perusahaan BUMN bergerak ke arah ekonomi hijau. Nada positif, menekankan sinergi dan langkah progresif."
8/29/2025,UMKM Masih Jadi Tulang Punggung Ekonomi Jakarta,Liputan 6,Ekonomi Daerah / UMKM,https://www.liputan6.com/bisnis/read/6145177/umkm-masih-jadi-tulang-punggung-ekonomi-jakarta,"Menyoroti peran UMKM sebagai penggerak utama ekonomi daerah, khususnya Jakarta. Nada positif, menonjolkan ketahanan dan kontribusi sektor mikro."
8/30/2025,Peran Koperasi Jadi Motor Penggerak Ekonomi Rakyat,Liputan 6,Ekonomi,https://www.liputan6.com/bisnis/read/6146570/peran-koperasi-jadi-motor-penggerak-ekonomi-rakyat,"Artikel tentang peran lembaga mikro (koperasi) dalam mendorong ekonomi rakyat. Fokus lebih ke ekonomi rakyat / inklusif. Nada pemberitaan positif, dengan penekanan pada potensi dan semangat pemberdayaan."
9/1/2025,Gelombang Demo di Indonesia Dinilai Akibat Gagalnya Kebijakan Ekonomi,Detik,Politik Ekonomi,https://www.detik.com/bali/bisnis/d-8090733/gelombang-demo-di-indonesia-dinilai-akibat-gagalnya-kebijakan-ekonomi,"Artikel kritis terhadap kebijakan ekonomi pemerintah yang dianggap belum efektif. Nada negatif, mencerminkan ketidakpuasan publik."
9/1/2025,Kenapa Pidato Prabowo Tak Menjawab Persoalan Ekonomi yang Dialami Rakyat,Tempo,Ekonomi,https://www.tempo.co/ekonomi/kenapa-pidato-prabowo-tak-menjawab-persoalan-ekonomi-yang-dialami-rakyat-2065474,Kritik terhadap pidato politik yang dianggap kurang relevan dengan realitas ekonomi rakyat; tone kritis jelas.
9/1/2025,Data Ekonomi Ini Bakal Bayangi Gerak Harga Bitcoin,Liputan 6,Ekonomi Global / Kripto,https://www.liputan6.com/crypto/read/6147967/data-ekonomi-ini-bakal-bayangi-gerak-harga-bitcoin,Pergerakan Bitcoin dipengaruhi data ekonomi global seperti inflasi dan kebijakan suku bunga AS.
9/1/2025,Pertumbuhan Ekonomi Indonesia Terancam Merosot di Tengah Gelombang Demo,Liputan 6,Ekonomi / Politik,https://www.liputan6.com/bisnis/read/6147564/pertumbuhan-ekonomi-indonesia-terancam-merosot-di-tengah-gelombang-demo,"Berita berisi kekhawatiran atas dampak sosial-politik terhadap ekonomi. Nada negatif-waspada, menyoroti risiko penurunan akibat instabilitas."
9/2/2025,Energi Surya Jadi Pilar Ekonomi Hijau Indonesia Kejar Momentum,Kompas,Ekonomi Hijau,https://money.kompas.com/read/2025/09/02/200000426/energi-surya-jadi-pilar-ekonomi-hijau-indonesia-kejar-momentum,"Nada positif, menggambarkan arah kebijakan hijau dalam strategi ekonomi nasional."
9/2/2025,"Kemarahan Publik Berakar di Kesenjangan Ekonomi, Bukan Hanya karena Tunjangan",Kompas,Sosial-Ekonomi,https://money.kompas.com/read/2025/09/02/185010426/kemarahan-publik-berakar-di-kesenjangan-ekonomi-bukan-hanya-karena-tunjangan?page=all,"Nada negatif, mengkritisi ketimpangan ekonomi sebagai akar keresahan sosial."
9/2/2025,Ekonom: Kesenjangan Ekonomi Jadi Pemicu Ledakan Amarah Publik,Kompas,Sosial-Ekonomi,https://money.kompas.com/read/2025/09/02/200200626/ekonom--kesenjangan-ekonomi-jadi-pemicu-ledakan-amarah-publik,"Nada negatif, kritik keras terhadap ketimpangan ekonomi sebagai pemicu keresahan sosial."
9/2/2025,Tiga Lembaga Think-Tank Ekonomi Ajukan 5 Tuntutan ke Pemerintah,Tempo,Ekonomi Kebijakan / Think-Tank,https://www.tempo.co/ekonomi/tiga-lembaga-think-tank-ekonomi-ajukan-5-tuntutan-ke-pemerintah-2065625,Artikel mengenai tuntutan dari lembaga riset ekonomi kepada pemerintah sebagai respons terhadap kondisi ekonomi saat ini — nada kritis dan advokatif.
9/2/2025,"Berkali Dihantam Gelombang Demo Besar, Apa Dampaknya ke Ekonomi RI?",CNN,Ekonomi Politik / Sosial,https://www.cnnindonesia.com/ekonomi/20250902061826-532-1269071/berkali-dihantam-gelombang-demo-besar-apa-dampaknya-ke-ekonomi-ri,"Gelombang aksi protes politik berdampak pada stabilitas ekonomi, investasi, dan kepercayaan pasar."
9/2/2025,BI–Kemenkeu Burden Sharing Dorong Program Ekonomi Kerakyatan,ANTARA,Kebijakan Fiskal-Moneter / Ekonomi Kerakyatan,https://www.antaranews.com/berita/5082465/bi-burden-sharing-dengan-kemenkeu-dorong-program-ekonomi-kerakyatan,BI dan Kemenkeu melakukan kerja sama pembiayaan (burden sharing) untuk memperkuat program ekonomi kerakyatan dan menjaga pertumbuhan.
9/2/2025,IHSG menguat seiring data ekonomi domestik solid,ANTARA,Pasar Modal / Ekonomi Makro & Sentimen,https://www.antaranews.com/berita/5080941/ihsg-menguat-seiring-data-ekonomi-domestik-solid,Pergerakan indeks saham IHSG menguat sebagai respons terhadap data ekonomi domestik yang solid — menandakan bahwa pasar menyambut baik kondisi ekonomi yang lebih baik.
9/2/2025,Pemerintah Perlu Longgarkan Pajak demi Jaga Stabilitas Ekonomi,Liputan 6,Ekonomi Fiskal / Kebijakan Pajak,https://www.liputan6.com/bisnis/read/6148946/pemerintah-perlu-longgarkan-pajak-demi-jaga-stabilitas-ekonomi,Relaksasi pajak dinilai dapat menjaga daya beli masyarakat dan stabilitas ekonomi nasional.
9/2/2025,"Harga Emas Sentuh Rekor, Prospek Emiten Terkait Dinilai Positif",Liputan 6,Ekonomi / Keuangan / Komoditas,https://www.liputan6.com/saham/read/6148928/harga-emas-sentuh-rekor-prospek-emiten-terkait-dinilai-positif,"Komoditas (emas) naik, dan ini dianggap sinyal positif untuk emiten terkait. Nada positif, melibatkan aspek investasi/keuangan."
9/3/2025,Video: Akar Masalah Ekonomi di Balik Demo Rakyat,CNN,Ekonomi Sosial / Ketimpangan & Politik,https://www.cnnindonesia.com/tv/20250903114012-402-1269598/video-akar-masalah-ekonomi-di-balik-demo-rakyat,"Liputan video yang membahas akar persoalan ekonomi di balik gelombang unjuk rasa rakyat, termasuk ketimpangan sosial dan kebijakan upah."
9/3/2025,Kabar Demo hingga ke Luar Negeri Bikin Investor Krisis Kepercayaan,Liputan 6,Ekonomi Politik / Investasi,https://www.liputan6.com/bisnis/read/6149687/kabar-demo-hingga-ke-luar-negeri-bikin-investor-krisis-kepercayaan-ke-indonesia,Aksi protes dalam negeri menurunkan kepercayaan investor asing terhadap stabilitas ekonomi Indonesia.
9/4/2025,INDEF Desak Presiden Prabowo Moratorium Program MBG,Tempo,Kebijakan Ekonomi,https://www.tempo.co/ekonomi/indef-desak-presiden-prabowo-moratorium-program-mbg-2066739,Tekanan think-tank terhadap program pemerintah (MBG) yang dinilai berisiko. Nada kritis terhadap implementasi kebijakan publik.
9/4/2025,Risiko SAL untuk Koperasi Merah Putih,Tempo,Keuangan & Koperasi,https://www.tempo.co/ekonomi/risiko-sal-untuk-koperasi-merah-putih-2066455,Analisis risiko penggunaan Sisa Anggaran Lebih (SAL) untuk mendukung koperasi — menunjukkan potensi masalah pengelolaan.
9/5/2025,CELIOS Ungkap Ketimpangan Ekonomi Jadi Salah Satu Penggerak Unjuk Rasa,CNN,Ekonomi Sosial / Ketimpangan,https://www.cnnindonesia.com/ekonomi/20250904184226-532-1270275/celios-ungkap-ketimpangan-ekonomi-jadi-salah-satu-penggerak-unjuk-rasa,Riset CELIOS menunjukkan ketimpangan ekonomi yang meningkat menjadi salah satu faktor pendorong gelombang unjuk rasa sosial-ekonomi.
9/5/2025,Celios Ungkap Masalah Ekonomi yang Harus Dibenahi Pemerintah,CNN,Analisis Ekonomi / Kebijakan Publik,https://www.cnnindonesia.com/ekonomi/20250905135504-532-1270432/celios-ungkap-masalah-ekonomi-yang-harus-dibenahi-pemerintah,"Lembaga riset Celios mengidentifikasi sejumlah masalah struktural ekonomi seperti produktivitas rendah, ketimpangan, dan regulasi investasi yang perlu segera dibenahi pemerintah."
9/5/2025,Apakah RAPBN 2026 Pro Rakyat? Ini Jawabannya,Liputan 6,Ekonomi Politik / Fiskal,https://www.liputan6.com/bisnis/read/6151797/apakah-rapbn-2026-pro-rakyat-ini-jawabannya,Analisis menilai RAPBN 2026 masih perlu penyesuaian agar lebih berpihak pada masyarakat bawah.
9/6/2025,Senator Nilai Gelombang Demo Dipicu Ketimpangan Ekonomi dan Krisis,Kompas,Sosial-Ekonomi,https://regional.kompas.com/read/2025/09/06/230735078/senator-nilai-gelombang-demo-dipicu-ketimpangan-ekonomi-dan-krisis,"Nada negatif, mengangkat dampak sosial akibat ketimpangan dan krisis ekonomi."
9/6/2025,Airlangga Pastikan Pemerintah Akan Luncurkan Stimulus Ekonomi Semester II 2025,Tempo,Kebijakan Ekonomi,https://www.tempo.co/ekonomi/airlangga-pastikan-pemerintah-akan-luncurkan-stimulus-ekonomi-semester-ii-2025-2067221,Pernyataan resmi terkait rencana peluncuran stimulus ekonomi pada semester kedua 2025 — menandakan respons kebijakan.
9/7/2025,Pembatalan Tunjangan Rumah DPR Bakal Jadi Sentimen Positif IHSG,Tempo,Pasar Modal,https://www.tempo.co/ekonomi/bps-umumkan-pertumbuhan-ekonomi-indonesia-5-03-persen-sepanjang-2024-melambat-dibanding-sebelumnya-1203099,Berita tentang kebijakan pemerintah yang diharapkan berdampak positif ke pasar saham — nada optimis.
9/7/2025,"Apa Itu Job Hugging, Tren Baru di Tengah Ekonomi Suram",Tempo,Tenaga Kerja / Sosiologi Ekonomi,https://www.tempo.co/ekonomi/apa-itu-job-hugging-tren-baru-di-tengah-ekonomi-suram-2067495,Membahas fenomena “job-hugging” di kalangan pekerja: memilih mempertahankan pekerjaan ketimbang mencari yang baru karena kondisi ekonomi yang lesu. (Tempo)
9/7/2025,Proyeksi Ekonomi Setelah Demonstrasi,Tempo,Ekonomi / Sosial-Politik & Dampak Ekonomi,https://www.tempo.co/ekonomi/proyeksi-ekonomi-setelah-demonstrasi-2067400,Membahas bagaimana aksi demonstrasi (kemungkinan mengganggu aktivitas ekonomi) berdampak pada proyeksi ekonomi nasional — menunjukkan bahwa stabilitas sosial politik turut memengaruhi ekonomi.
9/7/2025,Prabowo: Ekonomi Indonesia Tetap Stabil Meski Diguncang Demonstrasi,Liputan 6,Ekonomi Politik / Stabilitas Nasional,https://www.liputan6.com/bisnis/read/6153114/prabowo-ekonomi-indonesia-tetap-stabil-meski-diguncang-demonstrasi,Presiden menyatakan kondisi ekonomi tetap terkendali meskipun terjadi tekanan sosial politik.
9/7/2025,Prabowo Subianto: Ekonomi Indonesia Tetap Stabil Meski Diguncang Demonstrasi,Liputan 6,Ekonomi / Politik,https://www.liputan6.com/bisnis/read/6153114/prabowo-ekonomi-indonesia-tetap-stabil-meski-diguncang-demonstrasi,"Pernyataan Presiden (atau pejabat tinggi) bahwa ekonomi tetap stabil di tengah demonstrasi. Nada pemberitaan positif, menegaskan stabilitas."
9/7/2025,"Prabowo: Ekonomi Kita Masih Stabil, Banyak Ciptakan Lapangan Kerja",Liputan 6,Ekonomi / Politik,https://www.liputan6.com/news/read/6153141/prabowo-ekonomi-kita-masih-stabil-banyak-ciptakan-lapangan-kerja,"Serupa dengan nomor 11 — klaim stabilitas dan penciptaan lapangan kerja. Nada positif, menekankan capaian dan harapan masyarakat."
9/7/2025,Ekonomi Indonesia Diprediksi Masih Menjanjikan Pada Akhir 2025,Liputan 6,Ekonomi,https://www.liputan6.com/bisnis/read/6152923/ekonomi-indonesia-diprediksi-masih-menjanjikan-pada-akhir-2025,"Artikel proyeksi jangka menengah; menyoroti bahwa meski ada tantangan, prospeknya tetap bagus. Nada positif, dengan catatan “menjanjikan”."
9/8/2025,"Kemiskinan Struktural Sejak Kandungan, Mendesak Reformasi Sosial Ekonomi",Kompas,Sosial-Ekonomi,https://nasional.kompas.com/read/2025/09/08/08000061/kemiskinan-struktural-sejak-kandungan--mendesak-reformasi-sosial-ekonomi?page=all,"Nada negatif, kritik terhadap akar kemiskinan dan perlunya reformasi mendasar."
